Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type
1023830972,Casual,Average,0,S,Winter,slash-neck,halfsleeve,natural,nylon,broadcloth,null,null
959052557,Casual,Average,4.2,S,Winter,v-neck,sleevless,empire,other,chiffon,hollowout,patchwork
1246945687,Novelty,Average,0,free,Summer,o-neck,full,natural,cotton,sattin,hollowout,solid
510519284,Casual,Low,4.3,free,Summer,backless,sleevless,empire,chiffonfabric,chiffon,crystal,null
1079958917,Casual,Average,3.7,M,Summer,boat-neck,sleevless,natural,linen,null,null,null
1024325244,Casual,Average,5,free,winter,o-neck,sleevless,natural,polyster,broadcloth,lace,null
841203385,Sexy,low,5,free,Spring,v-neck,sleevless,empire,null,chiffon,null,null
1104504876,cute,Low,0,free,Winter,o-neck,sleevless,natural,null,chiffon,null,null
1010356223,vintage,Average,4.8,M,Summer,v-neck,full,natural,rayon,poplin,null,null
1031230798,bohemian,Average,4.8,L,Winter,o-neck,sleevless,natural,polyster,chiffon,null,solid
908989488,bohemian,Average,0,free,Spring,o-neck,sleevless,natural,rayon,chiffon,null,striped
822081627,Sexy,Average,4.5,M,Summer,bowneck,sleevless,null,cotton,chiffon,null,solid
1116072373,Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,animal
856139963,Casual,Low,5,free,Spring,v-neck,full,natural,cotton,null,null,solid
1032982013,Casual,Average,5,L,Winter,o-neck,thressqatar,natural,polyster,null,applique,solid
879756967,Casual,Low,4.8,M,Winter,v-neck,sleevless,natural,polyster,null,null,print
912614690,bohemian,Low,5,free,Spring,o-neck,short,natural,nylon,jersey,sashes,print
1072784739,Casual,low,5,free,Spring,bowneck,sleevless,natural,silk,chiffon,applique,print
945651303,Casual,Low,5,M,Spring,o-neck,sleeevless,natural,chiffonfabric,chiffon,null,solid
858212832,cute,Average,4.3,M,Summer,NULL,NULL,natural,cotton,chiffon,null,solid
1219677488,Novelty,Average,0,free,winter,o-neck,short,natural,polyster,broadcloth,lace,null
886501087,cute,low,0,L,Spring,o-neck,sleevless,empire,null,null,null,null
944264938,Sexy,Low,4.8,free,Spring,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid
918722829,Sexy,Low,4.8,free,Summer,slash-neck,sleevless,empire,silk,null,lace,solid
750670078,Casual,Low,4.4,M,Winter,o-neck,sleevless,natural,polyster,null,null,solid
1028061165,Casual,Average,4.5,M,Winter,o-neck,sleevless,natural,polyster,chiffon,ruched,striped
699738864,Casual,Low,4.7,S,Summer,o-neck,full,natural,cotton,null,null,patchwork
905732124,Casual,low,4.4,free,Spring,o-neck,sleevless,natural,polyster,null,sashes,print
961230947,work,Average,4.9,M,Winter,slash-neck,short,natural,polyster,broadcloth,ruffles,solid
849947393,cute,Medium,4.6,free,Spring,o-neck,short,natural,chiffonfabric,null,hollowout,solid
857432541,Casual,Low,4.7,free,Spring,o-neck,halfsleeve,natural,silk,chiffon,sashes,print
1088674674,Casual,Low,4.7,M,Winter,o-neck,full,empire,polyster,chiffon,null,print
939250541,Casual,Average,4.8,M,Spring,o-neck,sleevless,natural,cotton,chiffon,hollowout,print
876708804,Sexy,Low,4.8,L,Summer,o-neck,sleevless,natural,cotton,null,null,solid
1032990258,Casual,Average,4.3,M,Spring,o-neck,halfsleeve,null,null,null,null,null
880692544,Casual,Average,4.7,XL,winter,v-neck,short,empire,milksilk,null,null,print
958270190,Casual,Low,0,L,winter,v-neck,full,null,null,null,null,solid
732757918,Sexy,Average,4.7,M,Automn,slash-neck,sleevless,natural,nylon,null,rivet,solid
898646576,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,null,null,null,null
950048509,Casual,high,0,L,winter,v-neck,full,null,polyster,null,null,solid
754316257,Casual,Low,4.7,L,Summer,o-neck,sleevless,natural,silk,worsted,lace,patchwork
598523814,Casual,Average,4.7,free,Summer,v-neck,full,natural,cotton,null,sashes,solid
774130360,Casual,Average,0,free,Winter,v-neck,full,null,cashmere,null,null,solid
555727400,Casual,low,4.7,free,Summer,o-neck,capsleeves,natural,chiffonfabric,chiffon,null,print
537463111,Casual,Average,4.7,M,Summer,o-neck,thressqatar,null,chiffonfabric,chiffon,ruched,solid
933864550,Sexy,low,4.5,free,Summer,slash-neck,sleevless,null,polyster,Corduroy,null,null
944930838,vintage,low,4,free,Summer,turndowncollor,short,natural,cotton,wollen,hollowout,solid
901346821,Sexy,low,4.7,free,Summer,v-neck,sleevless,null,null,null,null,null
818295153,bohemian,low,5,free,Summer,o-neck,sleevless,empire,cotton,broadcloth,tassel,print
733134203,Casual,low,4.7,S,Winter,o-neck,sleeevless,natural,knitting,null,lace,solid
943414146,Sexy,Average,4.5,S,Winter,v-neck,sleevless,null,polyster,null,null,null
709353440,cute,Average,4.7,M,Summer,o-neck,sleevless,natural,chiffonfabric,null,sashes,splice
1190383536,vintage,Low,0,free,Summer,o-neck,sleevless,natural,cotton,batik,null,print
869138763,Casual,Average,4.1,L,winter,o-neck,sleevless,natural,polyster,null,null,null
977173764,Casual,Average,4.2,M,winter,v-neck,full,empire,polyster,null,lace,patchwork
918331326,Brief,Average,4.8,free,winter,v-neck,halfsleeve,natural,polyster,broadcloth,null,solid
733715437,Brief,Average,4.9,free,Winter,o-neck,sleevless,natural,null,null,null,solid
955679920,Sexy,Average,4.8,S,Winter,v-neck,sleevless,empire,polyster,chiffon,lace,solid
862814652,Casual,Average,4.7,L,Winter,o-neck,sleevless,natural,polyster,chiffon,null,patchwork
799301728,vintage,Average,4.7,M,Summer,v-neck,short,natural,rayon,null,beading,print
1039384371,Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid
746518490,Sexy,Low,4.7,M,Winter,v-neck,sleevless,natural,polyster,null,null,striped
720665176,Casual,Average,5,s,Spring,turndowncollor,full,empire,cotton,worsted,null,solid
1001750851,Casual,Low,1,M,Spring,o-neck,halfsleeve,null,null,chiffon,null,null
882975367,Sexy,Average,4.1,free,Summer,v-neck,sleevless,natural,cotton,null,lace,null
1069577979,Casual,Low,4,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,hollowout,print
1079373429,work,Average,4.7,M,Spring,v-neck,sleevless,null,null,null,null,null
711704151,cute,Average,4.6,free,Spring,v-neck,full,natural,cotton,chiffon,null,solid
876761815,Casual,Low,5,M,Spring,o-neck,sleevless,natural,spandex,jersey,null,print
1062354779,Casual,Average,4.7,M,Automn,v-neck,sleevless,natural,null,chiffon,null,striped
727676110,Casual,low,4.6,free,winter,o-neck,full,natural,polyster,null,applique,solid
845853510,Casual,Average,4.5,L,Summer,o-neck,short,natural,cotton,jersey,pockets,solid
832090686,cute,Average,4.6,M,Automn,o-neck,thressqatar,natural,silk,chiffon,sashes,print
839305476,Casual,Low,4.6,free,Automn,o-neck,halfsleeve,natural,chiffonfabric,chiffon,null,leapord
855418066,Casual,Low,4.7,L,Summer,NULL,sleevless,null,cotton,null,null,solid
1211480431,Sexy,Low,0,L,Summer,o-neck,sleevless,empire,sill,null,null,striped
946741571,bohemian,Average,4,free,Winter,o-neck,sleevless,natural,polyster,chiffon,ruffles,striped
724177834,Casual,low,4.7,free,Summer,o-neck,full,natural,cotton,null,null,solid
975877364,work,Average,0,M,Summer,v-neck,sleevless,natural,cotton,worsted,null,solid
851697194,bohemian,Average,4.1,free,Summer,o-neck,thressqatar,null,null,null,hollowout,null
1108356000,Casual,Average,0,M,Spring,o-neck,halfsleeve,natural,null,null,lace,null
871219565,Brief,Low,4.6,M,Summer,o-neck,short,natural,cotton,null,null,animal
1250787559,cute,Low,0,free,Spring,v-neck,sleevless,empire,chiffonfabric,chiffon,null,null
942245416,Casual,Average,5,M,Spring,o-neck,thressqatar,null,spandex,null,null,null
900108476,Casual,Low,5,free,winter,o-neck,full,natural,wool,null,applique,solid
1019672746,vintage,Average,4.5,L,winter,o-neck,short,empire,null,null,sequined,patchwork
783980024,Casual,Average,4.5,free,Summer,o-neck,short,natural,polyster,null,null,solid
970655043,bohemian,Low,4.4,L,Summer,bowneck,short,natural,cotton,null,null,dot
1139064593,Casual,high,0,L,winter,v-neck,thressqatar,natural,polyster,null,ruffles,solid
939389270,Casual,Average,4.8,free,winter,o-neck,sleevless,null,polyster,null,sashes,solid
859321875,Brief,Low,4.7,M,Winter,o-neck,full,natural,cotton,null,null,patchwork
703395323,Casual,Medium,0,free,Winter,bowneck,full,null,cashmere,knitted,null,solid
1083779666,Casual,Average,4.7,M,Winter,o-neck,short,empire,polyster,shiffon,null,animal
966030991,party,Average,0,M,Summer,o-neck,full,natural,cotton,null,null,patchwork
866405822,bohemian,Average,4.8,S,Summer,v-neck,short,natural,cotton,null,null,solid
941564304,Sexy,Average,4.9,free,Summer,sqare-collor,sleevless,natural,polyster,null,sashes,print
1119360745,Casual,Average,3,M,Spring,turndowncollor,short,empire,polyster,null,sashes,patchwork
932375745,Casual,low,4.7,L,Automn,o-neck,short,natural,polyster,shiffon,null,patchwork
789373177,Casual,Average,4.3,M,Automn,o-neck,sleevless,natural,polyster,null,plain,solid
1135456589,Casual,Average,0,XL,Winter,v-neck,short,empire,polyster,shiffon,pockets,solid
932913675,Casual,Low,5,free,Summer,o-neck,sleevless,natural,model,jersey,plain,solid
1217548862,vintage,Average,0,L,Summer,sqare-collor,short,empire,cotton,chiffon,null,dot
755078866,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,milksilk,null,null,animal
1052420390,vintage,Average,5,M,Summer,v-neck,thressqatar,natural,polyster,null,null,print
924108301,Casual,Low,4.7,L,Summer,o-neck,full,natural,mix,worsted,lace,patchwork
675980168,bohemian,Average,4.6,M,Spring,o-neck,sleevless,natural,shiffon,shiffon,sashes,solid
730603782,party,Average,4.8,M,Summer,o-neck,full,null,cotton,null,null,solid
934830377,bohemian,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid
689406468,party,very-high,4.6,free,Summer,o-neck,sleevless,empire,rayon,null,hollowout,solid
870994067,cute,Low,4.8,M,Spring,o-neck,short,natural,shiffon,shiffon,bow,dot
1016250560,vintage,Average,0,M,Spring,o-neck,halfsleeve,empire,polyster,null,lace,animal
860334943,Casual,Medium,4.9,L,Winter,o-neck,short,natural,cotton,broadcloth,sashes,solid
863336720,Casual,Average,4.2,free,Summer,o-neck,sleevless,natural,cotton,worsted,null,striped
835915937,Casual,Average,4.9,M,Summer,o-neck,short,dropped,cotton,null,ruffles,patchwork
944641715,bohemian,Low,5,XL,Spring,v-neck,thressqatar,natural,null,shiffon,null,print
869395176,Casual,Average,4.7,M,Summer,o-neck,sleevless,null,cotton,null,null,dot
1097435333,Casual,Average,0,free,Summer,bowneck,halfsleeve,null,cotton,null,null,null
1124120907,Casual,Average,0,free,Summer,o-neck,sleevless,natural,cotton,null,lace,floral
1130463523,Sexy,Medium,0,free,winter,o-neck,sleevless,natural,polyster,null,sequined,solid
560474456,Sexy,low,4.4,free,Automn,v-neck,sleevless,natural,cotton,worsted,lace,solid
907669618,Sexy,Average,0,free,Spring,v-neck,full,natural,cotton,wollen,lace,solid
710089916,Brief,Average,4.9,XL,Spring,slash-neck,full,natural,null,null,sashes,solid
793162246,Casual,Average,4.7,XL,Summer,v-neck,halfsleeve,natural,null,broadcloth,null,print
1065317917,Casual,Average,0,free,Automn,v-neck,full,natural,cotton,null,lace,solid
737461130,Casual,Average,4.8,M,Summer,v-neck,full,natural,null,shiffon,null,null
663993130,Casual,Medium,4.9,L,Spring,sqare-collor,sleevless,empire,null,null,null,print
933231033,party,Average,4.7,M,Spring,o-neck,halfsleeve,empire,null,shiffon,null,patchwork
743417270,Sexy,low,4.4,free,Summer,bowneck,sleevless,natural,viscos,null,bow,solid
798898277,bohemian,Low,4.6,free,winter,o-neck,sleevless,empire,polyster,null,null,patchwork
549401113,Casual,Low,4.6,free,Autumn,o-neck,full,natural,rayon,null,lace,solid
857189807,Sexy,Low,4.5,free,Summer,o-neck,sleevless,empire,cotton,null,sashes,solid
1055149353,Sexy,Low,0,free,winter,v-neck,NULL,dropped,cotton,null,lace,null
1199912555,Casual,Average,0,XL,Spring,bowneck,sleevless,natural,mix,null,lace,solid
1249825438,Sexy,Average,0,free,Autumn,o-neck,full,natural,polyster,sattin,hollowout,solid
967191118,Sexy,Low,4.8,free,Spring,v-neck,sleevless,natural,null,null,null,striped
871620435,Brief,Low,4.7,free,Autumn,o-neck,sleevless,natural,null,shiffon,sequined,solid
865490824,Sexy,high,5,M,Summer,v-neck,sleevless,natural,mix,null,null,striped
1079955163,Casual,Average,4.6,L,Summer,bowneck,full,dropped,cotton,null,null,patchwork
600514129,cute,Medium,4.9,S,Summer,bowneck,sleevless,empire,null,null,bow,patchwork
976975672,Novelty,Average,4.9,M,Autumn,o-neck,short,natural,polyster,chiffon,none,print
720087997,Casual,Low,4.3,free,Spring,o-neck,full,null,null,chiffon,sashes,none
699651184,Casual,Low,4.7,S,Autumn,o-neck,sleevless,natural,cotton,null,null,solid
605122868,Casual,Average,4.8,L,Autumn,boat-neck,sleevless,natural,null,null,sashes,solid
1000425584,cute,Average,4.5,L,winter,v-neck,sleevless,natural,polyster,jersey,sashes,solid
549159213,Casual,Average,4.4,free,Summer,o-neck,capsleeves,natural,cotton,null,null,solid
898316315,party,Average,0,M,Spring,o-neck,sleevless,null,null,chiffon,null,solid
1017484769,Sexy,Low,0,free,Summer,v-neck,sleevless,dropped,null,null,null,null
733025646,Casual,Low,4.8,L,Summer,v-neck,thressqatar,natural,cotton,null,null,print
909624960,work,Average,5,M,Summer,o-neck,sleveless,natural,null,null,null,solid
1086459983,Novelty,Average,5,free,Summer,o-neck,sleeveless,natural,null,null,null,print
593007494,Casual,Low,4.6,free,Spring,v-neck,sleevless,natural,silk,chiffon,draped,solid
660179663,Casual,Average,4.5,M,Summer,o-neck,full,natural,cotton,null,lace,solid
1097157656,Casual,Average,4.5,L,Spring,boat-neck,thressqatar,natural,null,dobby,lace,animal
751776863,Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,natural,cotton,chiffon,hollowout,solid
1253973206,cute,Low,0,M,Summer,boat-neck,short,null,null,chiffon,sashes,null
828790972,party,Average,4.9,M,winter,o-neck,halfsleeve,null,cotton,null,lace,null
933413410,Casual,Average,4.8,M,Summer,o-neck,halfsleeve,null,null,null,null,null
550959163,Casual,Low,4.4,L,Summer,o-neck,sleevless,natural,cotton,chiffon,null,solid
933926000,Casual,Average,4.3,M,winter,slash-neck,sleeveless,natural,polyster,null,sashes,solid
953168456,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,polyster,broadcloth,lace,solid
1124754999,Sexy,Average,0,S,Summer,v-neck,sleevless,null,null,null,null,null
832949213,Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,animal
801216472,cute,high,4.3,M,Spring,boat-neck,full,natural,polyster,terry,lace,solid
929898500,work,Average,4.8,M,winter,turndowncollor,full,natural,null,null,null,solid
850490510,Casual,Average,4.6,M,Spring,o-neck,halfsleeve,natural,polyster,null,lace,solid
1099394392,Sexy,Low,0,free,Summer,v-neck,sleevless,empire,cotton,null,null,solid
674885710,Casual,high,4.9,XL,winter,v-neck,full,empire,cotton,null,sequined,solid
1122991519,Sexy,Low,0,free,winter,o-neck,sleevless,natural,lycra,chiffon,hollowout,solid
904781800,cute,Average,5,M,Autumn,v-neck,sleevless,natural,cotton,null,null,solid
974438263,cute,Low,0,free,Spring,v-neck,sleevless,natural,silk,worsted,lace,patchwork
875608094,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,pockets,solid
1061890181,Casual,Average,0,L,Spring,o-neck,sleevless,natural,chiffonfabric,chiffon,sequined,solid
1033144189,cute,Average,4.7,M,Spring,o-neck,full,natural,rayon,chiffon,beading,solid
860406062,Casual,Average,4.6,M,winter,v-neck,halfsleeve,natural,silk,chiffon,sashes,solid
692445545,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,null,solid
974775647,Casual,Low,5,M,Automn,o-neck,sleevless,empire,null,chiffon,null,print
1109819647,Casual,Average,0,free,winter,o-neck,short,natural,polyster,chiffon,cascading,solid
1223469038,Sexy,Average,0,free,winter,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid
511503677,Casual,Low,4.4,M,Summer,o-neck,halfsleeve,empire,chiffonfabric,chiffon,bow,solid
1190558632,cute,Average,0,L,Summer,o-neck,sleevless,empire,cotton,null,lace,solid
641665398,Casual,Low,4.8,free,winter,bowneck,full,natural,polyster,chiffon,bow,solid
964917582,Casual,Average,5,L,Summer,o-neck,sleevless,natural,cotton,null,null,null
859922576,cute,Average,4.6,M,Spring,o-neck,halfsleeve,natural,acrylic,chiffon,null,null
817353671,bohemian,Low,4.6,free,Summer,o-neck,sleevless,natural,cotton,chiffon,none,solid
990559192,Brief,Average,4.7,M,winter,o-neck,halfsleeve,natural,acrylic,chiffon,null,striped
713391965,Casual,Low,4.7,M,Spring,o-neck,full,natural,polyster,null,null,solid
722565148,Sexy,Low,4.3,free,Summer,o-neck,full,empire,cotton,null,null,null
532874347,Casual,Average,4.7,M,Summer,v-neck,full,empire,cotton,null,lace,solid
655464934,Casual,Average,4.6,L,winter,boat-neck,sleevless,empire,silk,broadcloth,applique,print
919930954,Casual,Low,4.4,free,Summer,v-neck,short,empire,cotton,Corduroy,lace,solid
