TOTAL VALUE ,TAX,LOT SQFT ,YR BUILT,GROSS AREA ,LIVING AREA,FLOORS ,ROOMS,BEDROOMS ,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
534.0,,5852.0,2010.0,3976.0,2197.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,None
329.6,4146.0,5355.0,,2204.0,1300.0,2.0,6.0,,,1.0,1.0,1.0,None
310.5,3906.0,,1895.0,,,2.5,,4.0,2.0,0.0,,0.0,Recent
326.9,4112.0,4163.0,1961.0,,1586.0,1.5,7.0,3.0,1.0,1.0,1.0,0.0,None
366.2,4606.0,3584.0,1920.0,,1814.0,2.0,9.0,4.0,1.0,1.0,1.0,,None
,,2275.0,1920.0,2821.0,1411.0,2.0,6.0,3.0,1.0,0.0,1.0,0.0,None
450.1,,7312.0,1989.0,2948.0,1740.0,2.0,7.0,4.0,2.0,1.0,1.0,1.0,None
336.2,4229.0,7196.0,1960.0,2776.0,1346.0,1.5,6.0,2.0,,1.0,,2.0,None
359.1,4517.0,5577.0,1970.0,2573.0,,2.0,9.0,6.0,3.0,1.0,1.0,1.0,None
496.0,6239.0,6483.0,2003.0,3165.0,1933.0,2.0,8.0,4.0,3.0,1.0,1.0,1.0,None
435.8,5482.0,6000.0,1985.0,2814.0,1862.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,None
,3595.0,3256.0,,2513.0,1359.0,1.5,6.0,3.0,,1.0,1.0,0.0,None
435.4,5477.0,12679.0,1845.0,4236.0,2332.0,2.0,,3.0,2.0,1.0,1.0,0.0,Old
,5138.0,6000.0,1984.0,,1862.0,,8.0,4.0,1.0,1.0,1.0,,
336.1,4228.0,,1908.0,,1207.0,2.0,6.0,3.0,1.0,0.0,1.0,,None
327.4,4118.0,6697.0,1920.0,2317.0,1396.0,2.0,,3.0,1.0,0.0,1.0,1.0,
276.2,3474.0,4464.0,1950.0,1776.0,888.0,1.0,4.0,2.0,1.0,0.0,1.0,,None
443.1,5574.0,9377.0,1914.0,2782.0,1533.0,1.5,7.0,3.0,1.0,1.0,1.0,0.0,Old
297.8,3746.0,8307.0,1925.0,1810.0,800.0,,5.0,2.0,1.0,0.0,1.0,0.0,None
363.7,4575.0,6059.0,1960.0,3401.0,1459.0,1.5,6.0,3.0,,1.0,1.0,0.0,Old
472.6,5945.0,8520.0,1960.0,3557.0,,1.0,10.0,4.0,2.0,1.0,,1.0,Recent
348.3,4381.0,3400.0,,2540.0,1632.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,None
510.3,6419.0,4550.0,2003.0,4034.0,2381.0,2.0,8.0,5.0,2.0,1.0,,0.0,None
247.2,3109.0,4883.0,1993.0,2192.0,1072.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,None
370.3,4658.0,10400.0,1940.0,3008.0,1366.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
440.3,5538.0,7750.0,1985.0,3236.0,2016.0,2.0,9.0,,1.0,,1.0,1.0,None
292.5,3679.0,5464.0,1960.0,2476.0,1118.0,1.0,,,1.0,0.0,1.0,0.0,Old
543.5,6837.0,6000.0,2008.0,4392.0,2486.0,2.0,7.0,4.0,2.0,1.0,1.0,1.0,None
475.2,5978.0,7831.0,1989.0,2844.0,1908.0,2.0,,4.0,2.0,,1.0,1.0,None
327.3,,9551.0,1950.0,2964.0,1238.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,None
404.6,,6000.0,,3352.0,1550.0,1.5,6.0,3.0,1.0,1.0,1.0,1.0,None
300.1,3775.0,5675.0,1953.0,2614.0,1326.0,1.5,6.0,2.0,1.0,1.0,1.0,1.0,None
425.6,5354.0,9576.0,1973.0,2604.0,1144.0,1.0,5.0,3.0,2.0,0.0,2.0,1.0,Recent
,3469.0,2277.0,,2262.0,1308.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,None
372.3,4683.0,,1920.0,3084.0,1791.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,None
380.9,4791.0,6458.0,,3000.0,1238.0,,4.0,2.0,1.0,0.0,1.0,0.0,Old
498.7,6273.0,,1950.0,3482.0,2102.0,1.5,,4.0,3.0,1.0,2.0,1.0,Old
404.6,5089.0,11651.0,1900.0,2684.0,1510.0,2.0,7.0,2.0,1.0,1.0,1.0,,None
304.1,3825.0,5433.0,,2304.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,None
466.9,5873.0,8720.0,1993.0,3216.0,,,6.0,,2.0,1.0,1.0,1.0,None
291.1,3662.0,10400.0,1925.0,3203.0,1680.0,1.5,8.0,4.0,2.0,0.0,1.0,0.0,None
299.5,3767.0,3075.0,1955.0,1888.0,1200.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,Old
315.7,3971.0,2691.0,1962.0,2184.0,1368.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,Recent
406.1,5108.0,,1917.0,2978.0,1756.0,2.0,7.0,4.0,1.0,,1.0,1.0,Recent
294.2,3701.0,6289.0,1940.0,2194.0,952.0,1.0,6.0,,1.0,,,0.0,None
468.7,5896.0,9100.0,1993.0,3216.0,1772.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,None
297.4,3741.0,3218.0,1955.0,2181.0,1200.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
304.9,3835.0,2841.0,1955.0,2192.0,1392.0,2.0,6.0,3.0,1.0,1.0,,1.0,None
413.8,5205.0,,1984.0,3155.0,1862.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
,4766.0,9118.0,1950.0,3526.0,1645.0,1.5,6.0,3.0,1.0,1.0,1.0,1.0,None
386.1,4857.0,4600.0,,2786.0,1550.0,1.5,7.0,3.0,1.0,1.0,1.0,0.0,Recent
528.2,6644.0,6454.0,1994.0,3038.0,2180.0,2.0,,4.0,,,1.0,1.0,
416.9,5244.0,,1972.0,2304.0,1032.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,Old
486.3,6117.0,9100.0,1993.0,3216.0,1772.0,,9.0,,2.0,1.0,1.0,1.0,None
381.1,4794.0,10380.0,1933.0,2780.0,1479.0,1.5,6.0,2.0,1.0,1.0,1.0,1.0,Recent
341.1,4291.0,5822.0,1960.0,2382.0,1104.0,1.0,,3.0,2.0,0.0,1.0,1.0,None
241.8,3041.0,5230.0,1954.0,1836.0,918.0,1.0,5.0,3.0,1.0,,1.0,,None
269.5,3390.0,3716.0,1925.0,2598.0,1190.0,1.0,4.0,2.0,,0.0,1.0,1.0,
262.8,3306.0,6913.0,1950.0,1722.0,852.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,None
334.7,4210.0,6269.0,1950.0,2764.0,1268.0,1.0,6.0,3.0,2.0,0.0,1.0,1.0,None
,4486.0,6000.0,1984.0,2204.0,1400.0,2.0,6.0,3.0,2.0,0.0,,,None
602.5,,8031.0,,4842.0,2639.0,2.0,7.0,4.0,2.0,,1.0,2.0,None
,4732.0,6692.0,1963.0,2412.0,1104.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,None
346.8,4362.0,5496.0,1960.0,2338.0,1593.0,1.0,6.0,3.0,1.0,1.0,1.0,,None
,,4400.0,1920.0,,990.0,2.0,6.0,3.0,1.0,1.0,1.0,,None
284.2,3575.0,3403.0,1920.0,3100.0,1296.0,1.0,5.0,2.0,1.0,,1.0,1.0,None
288.5,3629.0,2669.0,1940.0,3303.0,1747.0,1.5,6.0,3.0,1.0,1.0,1.0,,Old
410.9,5169.0,8325.0,1930.0,3190.0,1990.0,2.0,6.0,3.0,1.0,1.0,1.0,,Old
351.7,4424.0,6600.0,1916.0,2551.0,1596.0,2.0,7.0,3.0,1.0,0.0,1.0,,None
427.0,5371.0,4080.0,1988.0,4374.0,1968.0,,6.0,3.0,2.0,0.0,1.0,1.0,None
279.5,3516.0,3835.0,1945.0,2442.0,1047.0,,5.0,2.0,1.0,1.0,,1.0,None
273.6,3441.0,4888.0,1960.0,2430.0,,,5.0,4.0,1.0,1.0,1.0,0.0,
334.8,4211.0,8414.0,1950.0,2320.0,1224.0,1.5,6.0,3.0,2.0,0.0,1.0,1.0,Recent
378.9,4766.0,7782.0,1960.0,2644.0,1832.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,None
251.1,3158.0,4098.0,1930.0,1960.0,980.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,None
309.6,3894.0,5975.0,1965.0,2366.0,1104.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,None
,6022.0,10400.0,1950.0,3010.0,1944.0,2.0,7.0,3.0,2.0,,1.0,0.0,Recent
271.1,3410.0,6971.0,1960.0,1440.0,720.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,
384.3,4834.0,6000.0,1984.0,2918.0,1862.0,,7.0,5.0,1.0,1.0,1.0,1.0,None
306.0,3849.0,4950.0,1960.0,2338.0,1080.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,None
304.3,3828.0,3710.0,1930.0,1873.0,1144.0,2.0,8.0,,1.0,0.0,1.0,0.0,None
253.8,3192.0,3675.0,1925.0,1732.0,810.0,1.0,5.0,2.0,1.0,0.0,1.0,,None
283.7,3568.0,6533.0,1920.0,2200.0,1000.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,None
294.3,3702.0,4160.0,1940.0,1964.0,912.0,1.0,5.0,,1.0,0.0,1.0,,Recent
501.8,6312.0,10400.0,1880.0,3670.0,2425.0,2.0,7.0,3.0,2.0,1.0,1.0,2.0,Recent
730.3,9187.0,5818.0,2003.0,6180.0,3970.0,2.5,9.0,,2.0,1.0,,,None
281.6,3542.0,3086.0,1925.0,,1142.0,1.5,7.0,3.0,1.0,,1.0,0.0,Old
423.5,,6840.0,1917.0,3687.0,,2.0,8.0,4.0,2.0,1.0,1.0,1.0,Recent
286.7,3606.0,4241.0,1950.0,,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
332.2,4179.0,6292.0,1960.0,2304.0,1075.0,1.0,,3.0,1.0,1.0,1.0,0.0,Recent
381.0,4792.0,6700.0,1955.0,2366.0,1889.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,None
481.8,6061.0,8727.0,1994.0,3953.0,2052.0,,7.0,3.0,2.0,1.0,1.0,1.0,Recent
369.6,4649.0,6948.0,1973.0,2658.0,1075.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
338.2,4254.0,5825.0,1960.0,2322.0,1080.0,1.0,,3.0,,0.0,1.0,0.0,Recent
,3405.0,3280.0,1910.0,,880.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,Recent
398.8,5016.0,6000.0,1985.0,3320.0,1938.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
537.5,6761.0,10400.0,1890.0,4198.0,2658.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,Old
462.9,5823.0,8720.0,1994.0,3182.0,1738.0,2.0,6.0,3.0,2.0,,1.0,,None
469.5,5906.0,9100.0,1994.0,3216.0,1772.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,None
285.2,3587.0,5409.0,1960.0,1950.0,878.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,None
,4442.0,8450.0,1950.0,2766.0,,1.0,7.0,3.0,2.0,0.0,1.0,1.0,
344.7,4336.0,7242.0,1950.0,2255.0,1576.0,1.0,8.0,5.0,2.0,0.0,1.0,1.0,None
271.2,3411.0,3200.0,,1857.0,1225.0,2.0,6.0,,,1.0,1.0,1.0,
313.4,3942.0,4050.0,1920.0,2536.0,1582.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
347.225,4368.0,5006.0,1951.0,2602.0,1628.0,2.0,8.0,,1.0,1.0,1.0,0.0,Old
342.1,4303.0,6518.0,,2359.0,1434.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,
401.6,5052.0,10103.0,1950.0,2566.0,1430.0,1.5,,2.0,,0.0,1.0,1.0,Recent
277.0,3484.0,3495.0,1915.0,3066.0,1310.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,None
439.8,5532.0,8048.0,1900.0,3393.0,1977.0,2.0,8.0,4.0,3.0,1.0,1.0,0.0,Recent
348.1,4379.0,7680.0,1960.0,2383.0,1090.0,1.0,,4.0,1.0,0.0,1.0,1.0,Old
290.7,3657.0,4225.0,1950.0,2384.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,None
372.7,4688.0,9408.0,1961.0,2222.0,,1.0,6.0,3.0,,0.0,1.0,1.0,
226.265,2846.0,4815.0,1960.0,2208.0,1080.0,1.0,5.0,2.0,1.0,1.0,,0.0,Recent
280.0,3522.0,4600.0,1920.0,1861.0,864.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
334.4,4206.0,3200.0,1955.0,1796.0,1176.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,
412.7,5191.0,,1984.0,3248.0,1938.0,2.0,8.0,4.0,1.0,1.0,1.0,,None
440.1,5536.0,4712.0,1927.0,4224.0,2291.0,1.5,9.0,3.0,2.0,0.0,1.0,0.0,
302.9,3810.0,5759.0,1955.0,2424.0,1075.0,1.0,,3.0,1.0,1.0,1.0,0.0,None
,7955.0,5368.0,1987.0,6184.0,3880.0,2.0,9.0,3.0,2.0,0.0,1.0,1.0,None
365.6,4599.0,14200.0,1960.0,2812.0,1204.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,None
381.9,4804.0,5720.0,1970.0,2544.0,1620.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
,4194.0,11013.0,1900.0,2645.0,,2.0,6.0,3.0,1.0,1.0,1.0,0.0,None
254.8,3205.0,3685.0,1960.0,1830.0,869.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,
298.5,3755.0,3200.0,1930.0,2102.0,1303.0,,7.0,3.0,1.0,1.0,1.0,0.0,Recent
353.0,4440.0,,1955.0,2424.0,1075.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,None
317.8,3997.0,6004.0,1850.0,3235.0,1802.0,2.0,7.0,,2.0,,1.0,0.0,None
333.8,4199.0,4913.0,1950.0,2310.0,1372.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
314.7,,8612.0,,2430.0,1075.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,Old
354.2,4455.0,8450.0,1950.0,,1474.0,1.5,7.0,4.0,1.0,1.0,,1.0,None
429.2,5399.0,7156.0,1965.0,3414.0,1795.0,1.5,10.0,4.0,2.0,1.0,1.0,0.0,None
292.3,3677.0,,,1989.0,912.0,1.0,5.0,2.0,1.0,0.0,,0.0,None
365.0,4591.0,,,2888.0,1285.0,1.0,,3.0,1.0,1.0,1.0,,None
324.1,4077.0,5668.0,1950.0,3263.0,1347.0,1.0,7.0,,1.0,0.0,1.0,1.0,Old
307.0,3862.0,5606.0,1950.0,2496.0,1171.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,None
275.0,3459.0,6778.0,1951.0,1649.0,966.0,1.0,,3.0,1.0,0.0,1.0,0.0,None
368.1,4630.0,4965.0,1960.0,2954.0,1571.0,1.5,6.0,3.0,2.0,0.0,1.0,1.0,Old
331.9,4175.0,8530.0,1961.0,2262.0,1056.0,1.0,,3.0,1.0,0.0,1.0,1.0,None
315.3,3966.0,8040.0,1960.0,1756.0,864.0,1.0,6.0,,1.0,0.0,1.0,1.0,None
332.9,,4250.0,1955.0,2622.0,1360.0,1.5,8.0,3.0,2.0,0.0,1.0,1.0,None
354.9,4464.0,3200.0,,3653.0,2404.0,1.0,7.0,,1.0,2.0,,0.0,
266.4,3351.0,5522.0,1954.0,1266.0,1246.0,1.0,,3.0,1.0,0.0,1.0,1.0,Old
258.6,3253.0,4052.0,1955.0,1654.0,827.0,1.0,4.0,,1.0,0.0,,1.0,None
482.8,6073.0,5832.0,1989.0,3268.0,2016.0,2.0,7.0,3.0,2.0,1.0,,1.0,None
,3756.0,3928.0,,2460.0,,1.5,6.0,2.0,1.0,,1.0,1.0,None
352.6,4435.0,5304.0,1954.0,2994.0,1672.0,2.0,7.0,3.0,,1.0,1.0,,None
365.8,4601.0,10354.0,1958.0,3048.0,1422.0,1.0,6.0,4.0,2.0,0.0,1.0,0.0,None
415.1,5221.0,6460.0,1980.0,3084.0,1666.0,1.5,9.0,,2.0,0.0,1.0,0.0,Recent
432.8,5444.0,10400.0,1910.0,,2282.0,2.0,9.0,3.0,2.0,0.0,1.0,1.0,Recent
307.9,3873.0,3914.0,1920.0,2026.0,1288.0,2.0,8.0,4.0,1.0,0.0,,0.0,None
298.1,,,1959.0,2463.0,1313.0,1.5,6.0,3.0,2.0,0.0,1.0,1.0,Recent
431.3,5425.0,23115.0,1903.0,2448.0,1488.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,None
270.6,3404.0,4550.0,,2374.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
315.9,,6821.0,1951.0,1394.0,1360.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,None
599.1,,4968.0,1989.0,5076.0,2870.0,2.0,10.0,4.0,,2.0,,1.0,
470.8,,6070.0,1930.0,4028.0,2256.0,2.5,7.0,4.0,2.0,0.0,1.0,0.0,Recent
303.3,3815.0,5931.0,1950.0,2707.0,1415.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,None
334.5,4208.0,5652.0,1961.0,2643.0,1155.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,None
346.8,4362.0,8415.0,1960.0,2650.0,,1.0,5.0,3.0,1.0,0.0,1.0,1.0,None
377.6,4750.0,7077.0,1920.0,2487.0,1436.0,2.0,9.0,3.0,2.0,0.0,1.0,0.0,None
438.9,5521.0,7400.0,1910.0,2900.0,1666.0,2.0,,3.0,1.0,1.0,1.0,0.0,None
279.1,3511.0,8527.0,1950.0,1700.0,768.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,Old
247.8,3117.0,3300.0,1963.0,,864.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,None
,,6066.0,1963.0,2526.0,,2.0,8.0,4.0,1.0,2.0,1.0,1.0,None
323.5,4069.0,4171.0,1922.0,3239.0,1456.0,1.0,8.0,,2.0,0.0,1.0,0.0,Recent
346.0,4352.0,10400.0,1960.0,2304.0,1120.0,1.0,6.0,3.0,1.0,,1.0,1.0,None
332.8,4186.0,6016.0,1960.0,1912.0,864.0,1.0,6.0,3.0,2.0,0.0,,1.0,None
412.0,5182.0,6067.0,1963.0,,1834.0,2.0,9.0,,2.0,1.0,1.0,1.0,Recent
319.0,4013.0,6576.0,1955.0,2726.0,1220.0,1.0,,2.0,1.0,0.0,1.0,,None
388.1,4882.0,4840.0,1950.0,,1538.0,1.0,5.0,2.0,1.0,,,1.0,None
384.6,4838.0,10400.0,1910.0,2811.0,1728.0,2.0,8.0,2.0,2.0,0.0,,0.0,None
308.3,3878.0,4137.0,,2940.0,1706.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,None
345.4,4345.0,6067.0,1963.0,2190.0,1470.0,2.0,7.0,,1.0,2.0,1.0,1.0,None
317.2,3990.0,5559.0,1960.0,2220.0,1377.0,,6.0,3.0,1.0,1.0,,1.0,None
409.6,5152.0,5431.0,1950.0,3684.0,1712.0,2.0,8.0,4.0,1.0,1.0,1.0,0.0,Old
378.7,4764.0,6500.0,1960.0,4040.0,2560.0,2.0,10.0,,1.0,1.0,1.0,1.0,Recent
773.5,9730.0,7449.0,,6960.0,3929.0,2.0,12.0,4.0,5.0,0.0,1.0,1.0,None
318.4,4005.0,3300.0,1963.0,2447.0,1306.0,1.5,6.0,3.0,2.0,0.0,1.0,,None
294.3,3702.0,6500.0,,2348.0,1075.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
319.0,4013.0,4514.0,1935.0,,1571.0,,6.0,3.0,2.0,0.0,1.0,0.0,None
,,4968.0,1989.0,3909.0,2312.0,2.0,7.0,3.0,3.0,1.0,1.0,2.0,None
593.4,7464.0,7196.0,2010.0,4531.0,2850.0,2.0,8.0,4.0,,1.0,1.0,1.0,
353.7,4449.0,5552.0,1915.0,3601.0,1973.0,,7.0,3.0,1.0,0.0,1.0,0.0,None
388.9,4892.0,3700.0,,,,,7.0,,2.0,1.0,,0.0,None
,3516.0,5729.0,1950.0,1920.0,960.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,None
297.6,3743.0,,1960.0,1726.0,850.0,1.0,4.0,2.0,1.0,,1.0,1.0,None
335.3,4218.0,5610.0,1955.0,3036.0,1637.0,1.5,6.0,3.0,2.0,0.0,1.0,2.0,
341.2,4292.0,5000.0,1910.0,2058.0,1095.0,1.5,6.0,2.0,,,1.0,0.0,Old
,4137.0,,1950.0,2446.0,1152.0,1.0,7.0,3.0,1.0,0.0,,1.0,None
357.4,4496.0,3364.0,1920.0,2717.0,1389.0,,6.0,3.0,1.0,1.0,1.0,2.0,
282.5,3553.0,4013.0,1960.0,2736.0,1210.0,1.0,,3.0,1.0,,,1.0,None
229.1,2882.0,3620.0,1936.0,1996.0,950.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,
333.0,4189.0,5900.0,1960.0,,1357.0,1.0,5.0,2.0,,0.0,1.0,0.0,Old
333.7,4197.0,3737.0,1945.0,2686.0,1251.0,1.0,7.0,4.0,2.0,0.0,1.0,0.0,
,6674.0,5076.0,1989.0,3900.0,2354.0,2.0,7.0,3.0,3.0,1.0,1.0,1.0,None
468.3,5891.0,13065.0,,2880.0,1469.0,1.5,7.0,3.0,,0.0,1.0,1.0,None
448.3,5639.0,6799.0,1940.0,2708.0,1568.0,2.0,,4.0,2.0,0.0,1.0,1.0,Old
252.3,3173.0,5203.0,1950.0,1896.0,948.0,1.0,5.0,2.0,1.0,1.0,1.0,,None
388.9,4892.0,4293.0,1920.0,2778.0,,,6.0,2.0,1.0,2.0,1.0,0.0,Old
374.1,4706.0,5387.0,1959.0,3086.0,1666.0,1.5,6.0,3.0,1.0,1.0,,1.0,Old
442.1,5561.0,5500.0,1981.0,2528.0,1306.0,,7.0,3.0,2.0,0.0,,0.0,Old
569.2,7160.0,7000.0,,4732.0,,2.0,8.0,4.0,2.0,1.0,1.0,1.0,Recent
265.6,3341.0,4639.0,,,988.0,1.0,,3.0,1.0,0.0,1.0,1.0,None
279.6,3517.0,3043.0,,,1200.0,2.0,7.0,3.0,1.0,0.0,1.0,,None
339.4,4269.0,3442.0,1959.0,,1536.0,2.0,,,2.0,0.0,1.0,,Old
302.9,3810.0,3854.0,,2722.0,1484.0,2.0,6.0,3.0,1.0,,1.0,0.0,None
397.7,5003.0,6427.0,1992.0,2758.0,1690.0,2.0,,,,1.0,1.0,1.0,None
269.3,3387.0,4200.0,1925.0,1814.0,857.0,1.5,6.0,3.0,,0.0,1.0,0.0,Recent
356.1,4479.0,7120.0,1920.0,2326.0,1194.0,1.5,6.0,3.0,1.0,0.0,1.0,0.0,Recent
228.7,2877.0,3760.0,1936.0,2118.0,950.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,None
363.2,4569.0,6600.0,1960.0,,1350.0,1.0,7.0,3.0,1.0,0.0,,1.0,None
281.7,3543.0,6920.0,1960.0,2610.0,1190.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
401.4,5049.0,9230.0,1930.0,2487.0,1554.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,
507.9,6389.0,4968.0,1993.0,3620.0,2240.0,,7.0,3.0,3.0,,1.0,2.0,None
327.1,4114.0,5850.0,1950.0,2447.0,1075.0,1.0,5.0,,1.0,0.0,,1.0,None
283.3,3563.0,4059.0,1960.0,,1092.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,None
272.3,3425.0,5400.0,1960.0,2132.0,1056.0,1.0,5.0,2.0,,0.0,,1.0,None
355.8,4475.0,4500.0,1973.0,2389.0,,2.0,7.0,3.0,,1.0,1.0,1.0,Old
373.6,4699.0,9344.0,1955.0,2768.0,1387.0,,6.0,3.0,1.0,1.0,1.0,1.0,
552.2,6946.0,6932.0,2002.0,,2832.0,2.0,7.0,3.0,,0.0,1.0,1.0,None
328.1,4127.0,4147.0,1929.0,3410.0,1295.0,1.0,5.0,2.0,1.0,0.0,,1.0,Recent
280.1,3523.0,4013.0,1960.0,2372.0,1042.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,Old
394.0,4956.0,6600.0,1981.0,2502.0,1306.0,1.5,6.0,3.0,2.0,0.0,1.0,0.0,None
343.4,4319.0,6106.0,1920.0,2598.0,1437.0,2.0,7.0,3.0,1.0,0.0,1.0,0.0,None
544.4,6848.0,4968.0,2006.0,3769.0,2167.0,,,4.0,3.0,1.0,1.0,1.0,None
304.8,3834.0,,1960.0,2164.0,912.0,1.0,5.0,2.0,,0.0,1.0,1.0,None
347.5,4371.0,,1957.0,,1056.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,Recent
296.3,3727.0,7800.0,1960.0,1944.0,960.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,
266.0,3346.0,4026.0,1940.0,,1047.0,1.0,,3.0,,1.0,1.0,,None
514.4,6471.0,11232.0,1970.0,4176.0,2820.0,1.0,8.0,4.0,1.0,1.0,1.0,0.0,Old
299.7,3770.0,5525.0,1894.0,2626.0,1427.0,1.5,7.0,2.0,,1.0,1.0,0.0,None
269.5,3390.0,4585.0,1960.0,1944.0,960.0,1.0,5.0,3.0,,0.0,1.0,1.0,None
341.8,4299.0,9230.0,1913.0,3289.0,1517.0,1.0,7.0,,1.0,0.0,1.0,0.0,
518.3,6520.0,,1951.0,3644.0,,,9.0,6.0,2.0,,1.0,0.0,Recent
395.5,4975.0,4714.0,,3072.0,2000.0,2.0,6.0,,2.0,1.0,1.0,1.0,Old
,,,1905.0,2296.0,1121.0,1.5,6.0,,1.0,0.0,1.0,0.0,Old
300.6,3781.0,5588.0,1960.0,2437.0,1265.0,1.5,6.0,3.0,1.0,1.0,1.0,,Old
323.6,4070.0,4050.0,1920.0,1910.0,984.0,2.0,6.0,3.0,1.0,0.0,1.0,1.0,None
476.0,5988.0,12180.0,1965.0,3591.0,2167.0,1.0,,,2.0,0.0,1.0,1.0,Recent
267.3,3362.0,3704.0,1950.0,1748.0,864.0,1.0,,2.0,1.0,0.0,1.0,1.0,None
298.3,3752.0,4400.0,,2339.0,960.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,None
383.0,,4764.0,,3753.0,2177.0,2.0,6.0,,1.0,1.0,1.0,1.0,Old
359.5,4522.0,6600.0,1981.0,2732.0,,1.5,6.0,2.0,2.0,0.0,1.0,0.0,None
282.8,3557.0,3750.0,1945.0,2286.0,1254.0,,6.0,3.0,2.0,,1.0,1.0,None
354.8,4463.0,5063.0,1966.0,2549.0,1306.0,1.5,,,2.0,0.0,1.0,0.0,None
365.3,4595.0,6624.0,1983.0,2635.0,1387.0,,5.0,3.0,1.0,1.0,1.0,1.0,Recent
290.1,3649.0,4527.0,1933.0,2142.0,,2.0,6.0,,1.0,0.0,1.0,0.0,None
541.1,6807.0,7616.0,2001.0,4442.0,2591.0,2.0,,4.0,2.0,1.0,1.0,1.0,
399.8,5029.0,13865.0,1925.0,3192.0,1650.0,1.5,8.0,3.0,1.0,1.0,,,Recent
381.9,4804.0,,1920.0,2661.0,1758.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,None
469.3,5903.0,5500.0,1907.0,2976.0,1984.0,2.5,8.0,4.0,2.0,,1.0,0.0,
300.0,,4780.0,1950.0,2072.0,864.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,None
393.4,4948.0,7104.0,1930.0,3729.0,2081.0,2.0,7.0,3.0,1.0,1.0,1.0,0.0,None
276.7,3480.0,3750.0,1950.0,2263.0,,1.0,5.0,3.0,1.0,0.0,1.0,0.0,None
