Id,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
774681,48:09.0,4,2014-10-03 23:48:09 UTC,-74.004153,40.725753,-73.999587,40.733854,1
940811,07:47.0,6.9,2012-04-12 21:07:47 UTC,-73.982939,40.771566,-73.961301,40.769887,1
160915,58:00.0,4,2013-02-24 12:58:00 UTC,-74.003538,40.74827,-73.997557,40.756617,2
830363,41:00.0,6.5,2014-09-28 19:41:00 UTC,-73.988875,40.748467,-73.999085,40.734217,1
2897,20:00.0,17.9,2009-02-25 19:20:00 UTC,-74.001437,40.746365,-73.994981,40.680621,1
384200,48:00.0,10.5,2013-10-19 10:48:00 UTC,-73.984287,40.720512,-74.00471,40.722307,1
384113,00:00.0,16.5,2012-10-13 14:00:00 UTC,-73.959415,40.769722,-73.991428,40.750818,1
326076,04:00.0,11,2013-01-25 07:04:00 UTC,-74.014442,40.714523,-73.9897,40.726315,1
363057,17:00.0,15.5,2013-02-25 00:17:00 UTC,-73.973503,40.757612,-73.961195,40.799472,2
590201,02:00.0,6.5,2011-04-25 11:02:00 UTC,-73.97658,40.752332,-73.978313,40.766407,5
84059,21:04.0,11.5,2013-03-14 14:21:04 UTC,-73.969605,40.763608,-73.983706,40.756986,1
982802,53:00.0,10.9,2012-07-22 01:53:00 UTC,0,0,0,0,1
493595,16:02.0,8,2015-06-17 09:16:02 UTC,-73.9776001,40.77395248,-73.96967316,40.76283264,1
906584,37:11.0,6.9,2010-12-05 11:37:11 UTC,-73.961152,40.759448,-73.973141,40.743799,1
225750,03:14.0,11,2012-09-13 13:03:14 UTC,-73.966485,40.756554,-73.971257,40.764504,1
338323,02:35.0,16.5,2013-11-23 00:02:35 UTC,-73.992746,40.770057,-73.987785,40.725568,1
530063,57:04.0,18.1,2011-09-30 20:57:04 UTC,-73.993045,40.732434,-73.946368,40.725228,2
816326,27:00.0,8.5,2011-10-23 16:27:00 UTC,-73.992133,40.74924,-73.977653,40.753842,2
187636,16:00.0,6.1,2012-06-17 03:16:00 UTC,-73.911667,40.775377,-73.88925,40.77097,1
761628,13:10.0,4,2014-10-13 22:13:10 UTC,-73.952931,40.77644,-73.960768,40.777335,2
704907,29:00.0,69.3,2009-02-05 05:29:00 UTC,-73.980477,40.76352,-74.183348,40.68806,1
86625,45:00.0,6.1,2009-11-07 16:45:00 UTC,-73.995645,40.75956,-73.977098,40.761675,1
685163,45:00.0,5.7,2011-04-17 11:45:00 UTC,-73.95313,40.77841,-73.960047,40.768682,4
108837,41:40.0,4,2013-05-02 23:41:40 UTC,-73.96658,40.763954,-73.959859,40.762559,1
691923,27:00.0,49.57,2010-10-09 17:27:00 UTC,0,0,0,0,1
617204,12:41.0,8,2013-03-13 11:12:41 UTC,-73.953602,40.77945,-73.963476,40.768464,2
445181,02:00.0,10.5,2012-04-18 07:02:00 UTC,-74.007395,40.708087,-73.986052,40.723177,6
199771,36:40.0,8,2014-09-21 17:36:40 UTC,-73.994827,40.716071,-74.002921,40.706345,1
130578,22:13.0,20,2015-06-30 18:22:13 UTC,-73.97324371,40.74380875,-73.98387909,40.78553772,2
661436,05:29.0,10.9,2011-12-31 11:05:29 UTC,-74.008,40.7148,-74.0028,40.7605,2
383823,01:00.0,8.9,2012-06-03 09:01:00 UTC,-74.007923,40.724015,-73.98781,40.760493,1
941706,54:04.0,5.3,2010-03-10 08:54:04 UTC,-73.957891,40.765367,-73.963237,40.773525,1
436613,37:00.0,3.7,2012-07-30 08:37:00 UTC,-73.980075,40.748697,-73.975957,40.75427,1
523505,58:18.0,13.7,2010-01-23 14:58:18 UTC,-73.997501,40.716844,-73.977895,40.7569,3
971003,16:18.0,57.33,2013-10-10 14:16:18 UTC,-73.955862,40.763979,-73.78929,40.641802,1
151751,15:00.0,5.7,2009-09-14 08:15:00 UTC,-74.016938,40.70748,-74.010773,40.720882,1
616556,59:00.0,3.5,2014-11-15 07:59:00 UTC,-73.97373,40.76486,-73.98076,40.76781,1
931119,04:00.0,6.5,2009-07-12 22:04:00 UTC,-73.982637,40.774883,-73.975015,40.76194,1
669487,08:03.0,8.5,2009-06-22 14:08:03 UTC,-73.960243,40.776084,-73.958348,40.765267,1
909938,55:32.0,6.5,2012-01-28 16:55:32 UTC,-73.969108,40.769226,-73.983745,40.760375,3
601393,19:00.0,7.3,2010-03-22 08:19:00 UTC,-73.989392,40.768153,-73.972832,40.792598,1
14215,47:14.0,4.1,2011-11-23 22:47:14 UTC,-73.9818,40.7717,-73.9856,40.7688,2
414035,19:00.0,4.1,2009-10-15 01:19:00 UTC,-73.988552,40.748782,-73.981595,40.757793,1
135896,38:28.0,15.7,2009-04-22 15:38:28 UTC,-74.009881,40.722146,-73.976347,40.785772,1
263180,22:00.0,10,2014-07-24 09:22:00 UTC,-73.978315,40.77291,-73.958057,40.78194,2
81702,13:52.0,8.5,2012-02-21 03:13:52 UTC,-73.982652,40.742398,-73.954657,40.77556,1
147997,25:07.0,14.9,2009-10-22 01:25:07 UTC,-73.994956,40.750075,-73.952259,40.813205,1
177068,53:00.0,7.7,2012-04-15 02:53:00 UTC,-73.983292,40.760987,-73.983007,40.77819,6
518163,15:03.0,6,2012-10-15 18:15:03 UTC,-73.973853,40.762116,-73.977219,40.753397,1
125140,02:58.0,63.5,2011-08-25 13:02:58 UTC,-73.97991,40.74623,-74.177953,40.689989,1
845979,51:00.0,8.5,2014-02-26 08:51:00 UTC,-73.994575,40.755697,-73.999742,40.734182,1
82135,11:00.0,7,2014-12-14 09:11:00 UTC,-73.98222,40.768187,-73.975902,40.783007,1
73772,06:00.0,8.5,2014-06-11 01:06:00 UTC,-74.008103,40.74104,-73.993845,40.745907,5
670082,07:32.0,6.5,2013-10-26 17:07:32 UTC,-74.002598,40.739043,-73.993856,40.754963,1
975204,18:00.0,8.5,2014-11-18 12:18:00 UTC,-73.97019,40.76265,-73.979335,40.75528,1
998674,28:00.0,12.9,2011-04-24 18:28:00 UTC,-73.959025,40.774977,-73.978589,40.72469,1
883478,59:00.0,8.5,2014-08-08 22:59:00 UTC,-73.978615,40.747342,-73.971025,40.754945,1
819071,53:00.0,10.5,2013-03-15 11:53:00 UTC,0,0,0,0,6
836541,40:00.0,5,2014-03-07 01:40:00 UTC,-73.94873,40.7776,-73.95434,40.76978,1
853001,03:00.0,8.5,2010-01-01 02:03:00 UTC,-74.011547,40.702295,-74.013207,40.701333,1
157603,41:42.0,11,2014-04-13 01:41:42 UTC,-73.952393,40.775654,-73.990694,40.761082,1
628104,09:43.0,18.9,2012-02-01 12:09:43 UTC,-73.973151,40.79301,-74.011254,40.716412,1
670081,46:03.0,11.7,2011-09-12 11:46:03 UTC,-73.98911,40.743978,-73.976284,40.781551,1
991019,06:57.0,7.3,2012-01-19 17:06:57 UTC,-73.971313,40.7878,-73.97925,40.76407,1
743821,18:00.0,8.1,2009-06-14 19:18:00 UTC,-73.992387,40.724655,-73.997912,40.738763,5
79300,45:00.0,9.3,2009-06-01 14:45:00 UTC,-73.971448,40.797152,-73.956525,40.77996,1
592889,10:00.0,12.5,2013-03-10 17:10:00 UTC,-73.97119,40.762582,-73.995798,40.726497,4
566793,53:39.0,4.9,2009-10-03 12:53:39 UTC,-73.984424,40.748617,-73.977959,40.756354,1
748107,54:17.0,6.1,2011-10-25 15:54:17 UTC,-73.982972,40.766824,-73.989584,40.758819,1
805467,28:00.0,16,2014-11-21 22:28:00 UTC,-73.982077,40.740567,-74.010047,40.711835,1
592036,31:00.0,12.5,2013-01-20 23:31:00 UTC,-73.949882,40.780345,-73.980945,40.744482,1
690466,01:00.0,12,2013-03-07 23:01:00 UTC,-73.956475,40.713302,-73.978915,40.689832,1
167037,23:20.0,10.9,2009-11-09 07:23:20 UTC,-73.955229,40.783203,-73.984678,40.760261,1
812890,23:00.0,14,2013-01-12 18:23:00 UTC,-74.013712,40.709657,-74.000355,40.717505,1
361099,37:28.0,25.5,2015-02-26 17:37:28 UTC,-73.95954895,40.77132034,-73.9479599,40.72120667,1
356041,51:30.0,5.7,2011-08-04 12:51:30 UTC,-73.937835,40.803866,-73.95183,40.791209,1
908730,36:00.0,4.9,2012-08-23 15:36:00 UTC,-73.980107,40.728387,-73.990612,40.725917,1
343288,39:26.0,9.3,2010-07-20 11:39:26 UTC,-73.995371,40.727227,-73.973009,40.749479,2
713109,24:00.0,7.7,2009-01-07 16:24:00 UTC,-73.978052,40.748455,-73.985842,40.766267,2
689445,44:00.0,7,2014-05-17 11:44:00 UTC,-73.985882,40.752422,-73.990102,40.763222,1
156909,02:00.0,10.5,2012-12-16 23:02:00 UTC,-73.967842,40.801162,-73.945542,40.793715,6
147253,49:00.0,35.3,2011-09-05 06:49:00 UTC,-73.996768,40.737528,-73.825392,40.824603,1
923880,15:00.0,5.7,2011-05-31 12:15:00 UTC,-73.972623,40.753638,-73.980212,40.762853,1
418543,18:00.0,7.5,2014-03-06 13:18:00 UTC,-73.975737,40.755067,-74.005522,40.73961,5
471634,22:02.0,4.5,2011-06-28 09:22:02 UTC,-73.989999,40.751262,-73.997947,40.755802,1
347131,07:00.0,16.5,2013-11-06 19:07:00 UTC,-73.994412,40.689972,-74.000512,40.735617,1
340588,44:00.0,6.5,2013-04-23 21:44:00 UTC,-73.955327,40.768447,-73.971002,40.767045,1
762361,26:05.0,7.3,2010-11-04 23:26:05 UTC,-73.982537,40.767012,-73.957676,40.768557,2
467504,35:05.0,6.1,2010-07-13 11:35:05 UTC,-73.989617,40.772979,-73.991816,40.758225,1
889563,49:18.0,7.5,2014-03-27 23:49:18 UTC,-73.97426,40.752784,-73.989468,40.743222,1
112237,18:00.0,15.5,2013-04-22 17:18:00 UTC,-73.954348,40.770502,-73.976987,40.722365,1
425765,35:19.0,4.5,2014-03-26 17:35:19 UTC,-73.967347,40.793266,-73.975296,40.785344,1
568448,19:57.0,8.5,2010-01-08 10:19:57 UTC,-73.99013,40.746497,-73.998572,40.723243,2
582194,45:25.0,57.33,2014-09-15 13:45:25 UTC,-73.926758,40.799921,-73.977774,40.763163,1
193510,13:00.0,16,2014-03-14 13:13:00 UTC,-73.95796,40.780605,-74.002282,40.755402,1
563554,22:24.0,5.3,2011-12-08 18:22:24 UTC,-73.961664,40.768239,-73.954949,40.783602,1
329342,55:00.0,7,2014-12-23 17:55:00 UTC,-73.992757,40.75765,-73.994642,40.750432,1
227528,59:00.0,6.5,2012-08-30 08:59:00 UTC,-73.951127,40.782582,-73.953027,40.768037,1
994920,48:00.0,4.5,2014-12-24 01:48:00 UTC,-73.98934,40.71826,-73.987935,40.71898,2
442664,51:18.0,14.9,2009-04-03 06:51:18 UTC,-74.017108,40.70524,-73.98522,40.760225,1
32420,20:08.0,7.4,2009-04-09 21:20:08 UTC,-73.967412,40.760126,-73.963587,40.775017,1
541970,21:00.0,11.5,2013-01-26 20:21:00 UTC,-73.946287,40.777297,-73.970365,40.761985,6
678786,04:00.0,4.1,2011-10-24 14:04:00 UTC,-73.976227,40.75116,-73.978568,40.755032,5
558051,13:12.0,5.7,2011-06-18 22:13:12 UTC,-73.981874,40.757926,-73.966604,40.770341,1
152444,37:00.0,10.1,2011-03-30 08:37:00 UTC,-73.961092,40.760237,-73.989068,40.735198,2
556085,24:14.0,13.7,2009-04-10 08:24:14 UTC,-73.964108,40.792573,-73.978314,40.745056,1
53140,09:00.0,8,2014-10-25 20:09:00 UTC,-73.953502,40.77967,-73.966158,40.793437,2
338501,41:01.0,22,2014-10-22 07:41:01 UTC,-73.952968,40.744761,-73.99068,40.750997,1
451609,08:20.0,4.5,2010-04-25 11:08:20 UTC,-73.987101,40.725306,-73.977314,40.738759,1
737035,44:00.0,10.1,2012-05-11 00:44:00 UTC,-73.997212,40.721998,-73.950372,40.718378,3
430205,37:58.0,5.7,2010-10-23 19:37:58 UTC,-73.993621,40.727433,-73.98503,40.730696,2
138823,35:26.0,25.5,2013-09-03 10:35:26 UTC,-74.008726,40.719668,-73.955131,40.782786,1
545914,56:09.0,6.5,2013-09-15 22:56:09 UTC,-74.000044,40.734825,-74.00557,40.745714,1
444097,44:14.0,4.1,2009-03-09 14:44:14 UTC,-73.984145,40.75976,-73.980544,40.759904,1
717628,14:00.0,8,2014-05-12 16:14:00 UTC,-73.980497,40.742512,-73.972618,40.758545,5
520584,39:00.0,7.5,2013-06-16 21:39:00 UTC,-73.973237,40.76376,-73.953317,40.768387,3
655090,42:00.0,7.5,2014-01-01 17:42:00 UTC,-73.97303,40.780282,-73.98763,40.76551,1
580294,13:00.0,15,2013-07-19 22:13:00 UTC,-73.952405,40.77819,-73.9263,40.771727,1
928855,01:10.0,32,2012-12-17 23:01:10 UTC,-73.781981,40.644704,-73.932745,40.667111,1
79594,24:55.0,6.5,2009-06-06 01:24:55 UTC,-73.988158,40.723484,-73.996599,40.735635,2
2653,56:00.0,14.1,2011-06-16 09:56:00 UTC,-73.97957,40.746718,-73.9524,40.78082,1
878548,41:46.0,13,2015-06-16 08:41:46 UTC,-73.96282196,40.75594711,-73.95850372,40.75986099,2
747010,30:15.0,3.7,2010-01-31 16:30:15 UTC,-73.971996,40.794693,-73.976291,40.78891,2
274005,03:53.0,3.3,2010-01-17 17:03:53 UTC,-73.957176,40.774614,-73.952256,40.779751,1
619307,26:21.0,57.33,2014-04-09 17:26:21 UTC,-73.78533,40.648422,-74.009203,40.725872,1
436966,54:00.0,19,2013-03-07 11:54:00 UTC,-73.985435,40.72751,-73.980337,40.761362,1
538593,24:36.0,11.5,2015-05-05 23:24:36 UTC,-73.97560883,40.75576401,-73.97426605,40.73706055,1
81997,53:38.0,10.5,2014-09-06 04:53:38 UTC,-73.951863,40.712357,-73.954979,40.734674,2
560456,15:00.0,9.5,2014-11-01 15:15:00 UTC,-74.00081,40.75625,-73.991583,40.766257,2
824638,18:26.0,3.5,2013-02-22 09:18:26 UTC,-74.017143,40.705396,-74.01645,40.709824,1
399256,06:49.0,7.5,2014-03-31 10:06:49 UTC,-73.952848,40.780625,-73.961451,40.769515,2
984131,13:00.0,15.5,2013-03-23 20:13:00 UTC,-73.963062,40.762422,-74.004555,40.74212,5
109685,43:00.0,6,2013-09-27 11:43:00 UTC,-73.972313,40.749355,-73.983325,40.734467,6
774175,37:00.0,5.7,2010-06-18 21:37:00 UTC,-73.987075,40.7761,-73.973352,40.794665,2
344791,38:00.0,10.1,2009-07-08 15:38:00 UTC,-73.992772,40.755815,-73.966227,40.76512,5
408660,59:00.0,2.5,2010-03-19 12:59:00 UTC,0,0,0,0,1
215539,05:07.0,5.5,2014-09-08 13:05:07 UTC,-73.983578,40.771022,-73.991581,40.759938,1
879191,49:41.0,6,2014-11-05 19:49:41 UTC,-73.978599,40.736644,-73.983513,40.729225,2
859736,19:17.0,8.5,2013-05-15 13:19:17 UTC,-73.98679,40.742512,-73.974131,40.754333,1
818591,42:54.0,7.7,2011-12-15 22:42:54 UTC,-73.985928,40.722716,-74.010276,40.711815,1
874752,22:57.0,6.5,2010-09-11 19:22:57 UTC,-73.98412,40.770148,-73.991025,40.75105,2
701267,42:26.0,4,2014-07-01 15:42:26 UTC,-73.977434,40.789393,-73.971125,40.792939,1
323269,42:00.0,14.5,2014-04-21 14:42:00 UTC,-73.977422,40.784115,-73.994452,40.752745,1
540645,55:00.0,6.9,2010-10-21 11:55:00 UTC,-74.006683,40.716565,-74.016862,40.706043,5
367690,26:06.0,3.5,2014-09-03 19:26:06 UTC,-73.968993,40.79089,-73.97239,40.786196,1
523257,29:58.0,7,2013-03-24 15:29:58 UTC,-73.983173,40.747485,-73.991296,40.742512,1
629111,25:51.0,6,2013-04-12 11:25:51 UTC,-73.982563,40.755622,-73.987428,40.751148,2
700298,01:32.0,4.5,2012-08-30 23:01:32 UTC,-73.995603,40.759338,-73.986882,40.756347,1
277058,20:51.0,8,2014-11-11 22:20:51 UTC,-73.967853,40.756927,-73.978317,40.756336,1
676535,30:17.0,12.1,2009-12-10 18:30:17 UTC,-74.015089,40.715906,-73.992828,40.738988,1
495779,59:00.0,8.1,2009-04-24 20:59:00 UTC,-73.992782,40.730218,-74.006392,40.739088,2
34180,10:00.0,7.7,2010-07-13 23:10:00 UTC,-73.982127,40.770873,-73.990947,40.750553,1
941223,54:00.0,8.5,2009-08-14 20:54:00 UTC,-73.986917,40.745928,-73.988628,40.727498,6
114328,03:00.0,5,2012-09-06 10:03:00 UTC,-73.993402,40.733042,-73.986825,40.733785,5
94304,10:00.0,6.9,2009-09-17 00:10:00 UTC,-73.983728,40.725845,-73.981947,40.741705,1
170763,17:39.0,7.5,2015-04-26 10:17:39 UTC,-73.97825623,40.7834053,-73.9668045,40.80752945,2
36363,19:09.0,3.7,2010-11-15 22:19:09 UTC,-73.965583,40.805574,-73.958924,40.809699,1
241396,49:55.0,6.9,2010-12-04 14:49:55 UTC,-73.965367,40.774585,-73.979142,40.772025,1
917995,50:00.0,9.3,2012-08-15 08:50:00 UTC,-73.975812,40.786087,-73.95599,40.7679,1
633460,15:00.0,10,2013-09-14 21:15:00 UTC,-74.007047,40.733007,-73.992547,40.725862,1
171592,09:00.0,11.7,2009-02-23 09:09:00 UTC,-73.98275,40.731222,-74.01156,40.703323,1
223677,53:58.0,8.9,2011-06-04 20:53:58 UTC,-73.98945,40.742479,-73.999992,40.761384,1
7353,44:00.0,4.9,2012-05-04 09:44:00 UTC,-73.981362,40.741217,-73.984148,40.74629,1
953677,28:00.0,8.9,2010-03-29 09:28:00 UTC,-73.991359,40.744348,-73.982148,40.772638,1
393871,05:00.0,6.1,2010-06-17 18:05:00 UTC,-73.991222,40.747005,-73.991222,40.747005,1
733006,32:00.0,50,2014-10-09 16:32:00 UTC,-73.789657,40.643652,-73.959225,40.72263,3
144682,04:18.0,20,2013-02-23 11:04:18 UTC,-73.926313,40.76603,-73.998813,40.749873,1
249112,29:14.0,45,2009-04-25 10:29:14 UTC,-73.991614,40.735231,-73.872752,40.774412,1
329557,27:38.0,8,2015-02-15 08:27:38 UTC,-74.01190948,40.67256927,-73.99546814,40.68793106,1
352269,02:00.0,3.7,2010-12-05 18:02:00 UTC,-73.97775,40.786983,-73.981178,40.781102,5
693468,57:12.0,6.1,2009-03-14 09:57:12 UTC,-73.973452,40.760039,-73.962199,40.779231,1
952443,32:21.0,10,2015-02-02 08:32:21 UTC,-73.97171021,40.75479889,-73.9781723,40.76251984,1
770359,22:00.0,22.5,2014-05-21 23:22:00 UTC,-73.87301,40.77409,-73.91367,40.70396,1
879343,23:57.0,5.7,2009-10-05 10:23:57 UTC,-74.009708,40.715736,-74.004837,40.708419,1
77481,39:43.0,14.1,2011-06-29 19:39:43 UTC,-73.999054,40.760877,-73.951105,40.770013,1
283071,53:50.0,6.1,2011-02-24 23:53:50 UTC,-74.00155,40.727643,-73.986497,40.735441,1
539269,33:21.0,15.5,2015-03-11 12:33:21 UTC,-73.96349335,40.76594543,-73.98452759,40.74874115,1
27652,44:55.0,4,2015-01-29 16:44:55 UTC,-73.97273254,40.75932693,-73.97264862,40.75415039,5
900737,18:49.0,16.5,2014-09-14 06:18:49 UTC,-73.986223,40.726451,-73.976492,40.782424,1
600032,10:00.0,9,2013-02-14 16:10:00 UTC,-73.980402,40.773127,-73.971382,40.766582,6
471314,48:00.0,15.7,2012-05-08 10:48:00 UTC,-73.99811,40.742517,-73.960812,40.779102,1
673211,08:31.0,5.5,2013-12-12 23:08:31 UTC,-73.960055,40.763503,-73.949143,40.777434,1
449316,20:00.0,42.1,2011-02-16 15:20:00 UTC,-73.992472,40.715067,-73.902492,40.870868,2
44025,21:00.0,7,2013-09-20 07:21:00 UTC,-73.99269,40.74313,-73.979545,40.762207,1
682410,22:00.0,11.7,2011-11-15 20:22:00 UTC,-74.009975,40.709787,-73.981373,40.735782,1
893237,41:00.0,16,2012-09-18 08:41:00 UTC,-73.979202,40.771687,-73.982062,40.747337,1
634676,43:48.0,5.5,2012-09-20 20:43:48 UTC,-73.977903,40.752338,-73.982796,40.739675,1
100675,15:00.0,9,2014-05-19 08:15:00 UTC,-73.990397,40.771702,-73.981721,40.758695,1
318018,35:55.0,5.5,2015-03-17 17:35:55 UTC,-73.96857452,40.79154205,-73.9803009,40.78553009,1
533693,54:18.0,8,2013-02-28 16:54:18 UTC,-73.960708,40.775447,-73.946993,40.795933,1
598924,29:00.0,20.9,2011-05-18 18:29:00 UTC,-73.990305,40.756798,-74.016208,40.707927,1
439755,01:00.0,4.5,2010-09-06 08:01:00 UTC,-73.988935,40.735218,-73.99338,40.723193,1
99550,53:58.0,6.1,2010-10-23 14:53:58 UTC,-73.957697,40.779636,-73.963602,40.764496,1
240889,25:39.0,13.5,2013-05-21 09:25:39 UTC,-73.995867,40.759142,-73.975578,40.757732,1
551457,19:01.0,8.1,2009-06-20 19:19:01 UTC,-73.957062,40.777692,-73.97616,40.748114,1
761583,17:29.0,7.5,2013-04-15 15:17:29 UTC,-73.994513,40.750558,-73.9829,40.765038,1
418034,47:14.0,27.5,2014-07-19 09:47:14 UTC,-73.872457,40.774892,-73.985738,40.766971,1
353447,02:00.0,10.5,2013-11-01 14:02:00 UTC,-74.005287,40.737137,-73.978838,40.764492,1
247477,21:49.0,6.5,2013-01-09 01:21:49 UTC,-74.001425,40.735926,-74.00029,40.747681,1
906079,05:00.0,11.3,2010-12-21 23:05:00 UTC,-73.990477,40.718768,-73.955513,40.768328,2
664405,35:12.0,8.5,2010-08-31 15:35:12 UTC,-73.967361,40.76604,-73.96358,40.773732,2
106926,16:46.0,16,2014-05-06 23:16:46 UTC,-73.983758,40.743325,-73.942307,40.789743,2
760123,26:18.0,8.5,2009-09-09 16:26:18 UTC,-74.00372,40.743343,-73.985032,40.756186,1
569469,40:03.0,7.5,2015-01-09 19:40:03 UTC,-73.98125458,40.73313141,-73.96838379,40.75399017,1
666444,06:00.0,14.5,2011-09-05 09:06:00 UTC,-73.97211,40.756287,-74.01625,40.704835,1
635317,31:41.0,6.5,2012-12-17 15:31:41 UTC,-73.967867,40.762483,-73.977986,40.766439,2
114291,08:00.0,4.1,2010-07-18 22:08:00 UTC,-73.978236,40.783001,-73.973497,40.792007,1
360760,46:46.0,10,2014-01-27 12:46:46 UTC,-73.95208,40.773298,-73.966275,40.789863,1
146631,11:00.0,5.5,2012-10-10 19:11:00 UTC,-73.990297,40.740535,-74.002567,40.734177,1
632153,40:22.0,6.5,2009-09-28 21:40:22 UTC,-73.977599,40.752249,-73.993547,40.738431,4
557865,00:00.0,20.1,2010-05-29 01:00:00 UTC,-73.940475,40.798245,-73.911225,40.862217,5
928003,27:35.0,20,2014-01-09 08:27:35 UTC,-73.970255,40.789174,-74.007898,40.729563,1
817758,15:00.0,8.5,2013-05-11 13:15:00 UTC,-73.991197,40.750312,-73.995768,40.73606,5
461400,50:00.0,5.3,2012-04-07 00:50:00 UTC,-73.977975,40.729565,-73.99523,40.733886,1
934453,11:00.0,6.1,2011-03-14 20:11:00 UTC,-73.991295,40.729492,-73.995087,40.748893,1
667143,38:00.0,3.3,2009-01-18 18:38:00 UTC,-73.987288,40.729183,-73.984323,40.72501,1
413918,36:00.0,7.7,2011-11-10 16:36:00 UTC,-73.97602,40.791452,-73.955983,40.787535,2
45401,23:57.0,22,2014-04-30 19:23:57 UTC,-73.950713,40.72373,-74.000865,40.731765,1
869639,35:00.0,6.1,2011-03-13 20:35:00 UTC,-73.959937,40.813498,-73.972387,40.794065,1
649538,50:56.0,4.5,2010-05-20 02:50:56 UTC,-74.006269,40.726205,-74.00153,40.73593,1
186104,25:20.0,49.8,2012-08-17 20:25:20 UTC,-73.784628,40.648537,-73.973997,40.757476,2
304002,31:35.0,8,2013-07-05 11:31:35 UTC,-73.989683,40.742243,-74.00061,40.721431,1
587287,56:00.0,6.9,2012-04-11 11:56:00 UTC,-73.994008,40.766772,-73.988647,40.755247,1
348174,40:07.0,52,2013-08-05 19:40:07 UTC,-73.789887,40.644009,-73.981873,40.762664,1
389582,55:00.0,45.83,2013-10-11 23:55:00 UTC,-73.862962,40.768855,-74.004937,40.741235,1
227056,57:30.0,5.7,2012-02-14 22:57:30 UTC,-73.997447,40.720909,-73.985809,40.736022,1
891596,21:38.0,6.1,2009-07-15 06:21:38 UTC,-73.994154,40.751088,-73.988408,40.769083,1
220197,10:00.0,5,2012-10-09 07:10:00 UTC,-73.980118,40.7433,-73.974557,40.754967,5
415604,44:31.0,9.5,2015-01-14 20:44:31 UTC,-73.96875763,40.76176071,-73.98445892,40.73211288,1
509327,48:15.0,8.5,2011-07-15 16:48:15 UTC,-73.956,40.7796,-73.9841,40.7803,0
314512,26:00.0,2.5,2009-04-29 15:26:00 UTC,-73.789792,40.643798,-73.789643,40.643663,4
697054,00:00.0,8.5,2013-12-20 19:00:00 UTC,-73.95352,40.782462,-73.956827,40.766657,3
442643,11:12.0,17.5,2014-08-03 20:11:12 UTC,-73.963317,40.798735,-73.930748,40.866547,1
498969,03:47.0,32.5,2013-06-15 05:03:47 UTC,-73.872739,40.774099,-73.789523,40.647099,2
583927,20:00.0,9,2013-02-20 14:20:00 UTC,-73.996495,40.723657,-74.004102,40.741467,1
123087,47:38.0,4.9,2011-12-01 13:47:38 UTC,-73.984566,40.7428,-73.978256,40.750822,1
204813,15:00.0,30.5,2012-11-11 17:15:00 UTC,0,0,0,0,2
987001,54:00.0,7,2014-11-24 16:54:00 UTC,-73.960715,40.775657,-73.945442,40.775557,1
787391,33:00.0,4.5,2011-07-21 06:33:00 UTC,-73.979072,40.744333,-73.979237,40.737205,5
997899,58:00.0,5.5,2014-03-25 19:58:00 UTC,-74.001407,40.722715,-73.990928,40.728175,5
666469,39:00.0,20.5,2011-10-14 09:39:00 UTC,-73.9581,40.7696,-74.0056,40.7059,0
261036,12:26.0,7.3,2010-01-11 06:12:26 UTC,-73.992674,40.737317,-73.969874,40.757709,1
94653,46:09.0,7.3,2011-02-11 11:46:09 UTC,-73.993173,40.752641,-73.989776,40.741699,1
455873,46:02.0,14.1,2011-01-15 19:46:02 UTC,-73.997578,40.724572,-73.99188,40.757917,1
651279,29:25.0,19,2013-11-03 23:29:25 UTC,-73.987813,40.76055,-73.9493,40.822787,4
307997,32:00.0,29.3,2012-07-16 12:32:00 UTC,-73.86272,40.768882,-73.941458,40.798973,1
606030,32:10.0,5.3,2011-04-28 06:32:10 UTC,-74.008866,40.728935,-74.010124,40.720547,1
926264,20:00.0,7.3,2009-10-23 14:20:00 UTC,-73.978843,40.759662,-73.982523,40.774552,2
752444,48:03.0,9.5,2014-07-19 19:48:03 UTC,-73.986349,40.767096,-74.004386,40.747744,1
369737,00:26.0,8.5,2011-03-07 09:00:26 UTC,-73.991292,40.755277,-73.991298,40.736242,1
55229,59:11.0,11.5,2012-09-30 11:59:11 UTC,-73.976641,40.758937,-74.007271,40.741861,2
27789,11:00.0,6.1,2012-07-17 20:11:00 UTC,-73.993723,40.720343,-74.002218,40.729455,5
844076,19:00.0,13,2014-11-15 17:19:00 UTC,-73.986755,40.739665,-73.971587,40.764345,1
887681,32:58.0,5.7,2010-11-01 07:32:58 UTC,-73.970052,40.762386,-73.956192,40.763527,2
437836,57:00.0,31.7,2009-07-05 17:57:00 UTC,-73.973543,40.764865,-73.986253,40.758818,2
761902,35:37.0,29.3,2012-02-27 00:35:37 UTC,-73.870919,40.773611,-73.989505,40.662128,1
204921,37:35.0,3.3,2011-11-05 09:37:35 UTC,-73.9676,40.7718,-73.9716,40.7661,2
355930,29:56.0,25.3,2010-10-31 22:29:56 UTC,-73.978942,40.68622,-73.967868,40.787471,1
3888,11:00.0,6.5,2011-05-24 20:11:00 UTC,-73.949283,40.777715,-73.958318,40.768613,2
757718,37:26.0,19,2014-12-03 02:37:26 UTC,-74.003978,40.742172,-73.959668,40.759861,1
